date,wind,sr,rh,t
2018/7/1 1:00,3.6,0,84,25.4
2018/7/1 2:00,3.9,0,86,25.5
2018/7/1 3:00,4.7,0,86,25.6
2018/7/1 4:00,4,0,86,25.4
2018/7/1 5:00,2.3,0.01,88,25.2
2018/7/1 6:00,4.3,0.18,84,25.7
2018/7/1 7:00,3.9,0.89,78,27
2018/7/1 8:00,4.8,1.46,72,28.4
2018/7/1 9:00,4.7,2.41,62,29
2018/7/1 10:00,4.2,1.75,61,29.3
2018/7/1 11:00,4.1,2.91,54,31.5
2018/7/1 12:00,5.3,3.21,51,30.7
2018/7/1 13:00,6.6,3.08,47,31.5
2018/7/1 14:00,6.1,2.95,48,31.3
2018/7/1 15:00,5.4,2.69,52,30.4
2018/7/1 16:00,5.4,2.09,53,30.2
2018/7/1 17:00,4.8,1.55,57,29.3
2018/7/1 18:00,5.2,0.84,60,28.6
2018/7/1 19:00,3.7,0.23,62,27.8
2018/7/1 20:00,3.8,0,66,27.1
2018/7/1 21:00,3.6,0,70,26.5
2018/7/1 22:00,2.3,0,74,25.9
2018/7/1 23:00,2.8,0,76,25.5
2018/7/2 0:00,2,0,74,25.8
2018/7/2 1:00,1.6,0,70,25.8
2018/7/2 2:00,1.2,0,69,26
2018/7/2 3:00,2.5,0,70,25.6
2018/7/2 4:00,1,0,72,25.4
2018/7/2 5:00,1.1,0.01,70,25.4
2018/7/2 6:00,1.2,0.12,75,25.3
2018/7/2 7:00,3.3,0.69,64,26.7
2018/7/2 8:00,2.7,1.73,62,28.5
2018/7/2 9:00,3.2,1.61,62,28.6
2018/7/2 10:00,3.3,1.79,61,29.7
2018/7/2 11:00,4.5,1.7,59,29.7
2018/7/2 12:00,4.7,1.62,61,30
2018/7/2 13:00,4.2,2.28,57,30.9
2018/7/2 14:00,4.7,2.14,53,31.9
2018/7/2 15:00,4.7,2.75,52,32.3
2018/7/2 16:00,6,2.07,55,30.8
2018/7/2 17:00,5.2,1.55,55,30.5
2018/7/2 18:00,4.2,0.82,61,29.4
2018/7/2 19:00,2.9,0.21,68,28.3
2018/7/2 20:00,4.6,0,70,27.3
2018/7/2 21:00,4,0,75,26.8
2018/7/2 22:00,3.1,0,76,26.4
2018/7/2 23:00,3.7,0,79,26
2018/7/3 0:00,3.2,0,79,25.8
2018/7/3 1:00,3.5,0,82,25.5
2018/7/3 2:00,3.8,0,83,25.4
2018/7/3 3:00,2.9,0,85,24.9
2018/7/3 4:00,2.7,0,86,24.7
2018/7/3 5:00,2.4,0.01,85,24.6
2018/7/3 6:00,2.7,0.23,81,25.3
2018/7/3 7:00,2.9,0.71,75,26.1
2018/7/3 8:00,3.3,0.79,72,26.4
2018/7/3 9:00,4.2,1.71,61,28.1
2018/7/3 10:00,4,2.65,56,30.4
2018/7/3 11:00,3.5,1.37,56,28.9
2018/7/3 12:00,3.8,2,53,30
2018/7/3 13:00,3.4,1.98,50,30.1
2018/7/3 14:00,4.6,2.73,51,30.4
2018/7/3 15:00,6.1,2.2,51,30
2018/7/3 16:00,5.6,2.09,53,29.8
2018/7/3 17:00,4.6,1.1,55,28.9
2018/7/3 18:00,5.3,0.56,61,27.8
2018/7/3 19:00,5.4,0.17,62,26.8
2018/7/3 20:00,4.4,0,68,26.3
2018/7/3 21:00,5.1,0,71,25.9
2018/7/3 22:00,4.3,0,71,25.8
2018/7/3 23:00,5.4,0,73,25.5
2018/7/4 0:00,4.4,0,80,24.5
2018/7/4 1:00,5.8,0,80,24.8
2018/7/4 2:00,5.7,0,82,24.9
2018/7/4 3:00,6.2,0,85,24.9
2018/7/4 4:00,5.7,0,87,24.9
2018/7/4 5:00,7.2,0,87,25.4
2018/7/4 6:00,7.6,0.07,86,25.5
2018/7/4 7:00,7.4,0.28,80,26.3
2018/7/4 8:00,8.1,0.66,81,26.3
2018/7/4 9:00,8.4,0.44,84,25.7
2018/7/4 10:00,8.1,0.56,80,26.5
2018/7/4 11:00,7.8,0.54,86,25.7
2018/7/4 12:00,8.6,0.77,80,26.5
2018/7/4 13:00,7.3,0.91,81,26.2
2018/7/4 14:00,6.4,0.66,85,25.9
2018/7/4 15:00,7.7,0.79,82,26.2
2018/7/4 16:00,6.6,0.66,85,25.8
2018/7/4 17:00,6.6,0.38,81,26.1
2018/7/4 18:00,6.6,0.32,85,25.8
2018/7/4 19:00,5.3,0.14,84,25.7
2018/7/4 20:00,4.3,0,84,25.8
2018/7/4 21:00,4.4,0,83,25.7
2018/7/4 22:00,4.6,0,84,25.6
2018/7/4 23:00,4.1,0,83,25.4
2018/7/5 0:00,3.4,0,89,24.6
2018/7/5 1:00,3.1,0,94,24.2
2018/7/5 2:00,4,0,94,24.2
2018/7/5 3:00,2.8,0,94,24.1
2018/7/5 4:00,3.6,0,95,24
2018/7/5 5:00,2.9,0,94,24
2018/7/5 6:00,3,0.03,92,24.1
2018/7/5 7:00,5.1,0.1,92,24.1
2018/7/5 8:00,3.6,0.14,96,24.4
2018/7/5 9:00,3,0.28,94,24.7
2018/7/5 10:00,3.2,0.24,94,24.8
2018/7/5 11:00,4,0.5,94,25.2
2018/7/5 12:00,4.4,0.58,92,25.4
2018/7/5 13:00,5.5,0.33,92,25.2
2018/7/5 14:00,5.2,0.39,92,25.2
2018/7/5 15:00,5.3,0.31,90,25.3
2018/7/5 16:00,5.3,0.34,90,25.3
2018/7/5 17:00,4.5,0.2,90,25.1
2018/7/5 18:00,4.3,0.13,91,25
2018/7/5 19:00,4.3,0.02,92,24.9
2018/7/5 20:00,5.3,0,93,24.8
2018/7/5 21:00,5.6,0,94,24.6
2018/7/5 22:00,5.6,0,94,24.5
2018/7/5 23:00,4.9,0,94,24.5
2018/7/6 0:00,7.8,0,92,23.4
2018/7/6 1:00,2.4,0,93,22.2
2018/7/6 2:00,0.7,0,95,22.3
2018/7/6 3:00,0.8,0,96,22.6
2018/7/6 4:00,0.7,0,96,22.8
2018/7/6 5:00,1.8,0,97,22.8
2018/7/6 6:00,3,0.02,97,23.1
2018/7/6 7:00,2.7,0.09,97,23.3
2018/7/6 8:00,3,0.14,96,23.7
2018/7/6 9:00,3.7,0.26,94,23.6
2018/7/6 10:00,3.4,0.33,94,23.8
2018/7/6 11:00,3.6,0.28,94,24.1
2018/7/6 12:00,4.5,0.29,94,24.7
2018/7/6 13:00,3.9,0.32,94,25.1
2018/7/6 14:00,4.8,0.27,93,25.2
2018/7/6 15:00,5.3,0.31,92,25.3
2018/7/6 16:00,4.4,0.28,93,25.2
2018/7/6 17:00,5.3,0.18,92,25.2
2018/7/6 18:00,4.7,0.14,92,25.3
2018/7/6 19:00,4.1,0.04,92,25.2
2018/7/6 20:00,4.9,0,91,25.2
2018/7/6 21:00,5.9,0,90,25.4
2018/7/6 22:00,6.3,0,89,25.4
2018/7/6 23:00,6.2,0,88,25.6
2018/7/7 0:00,6,0,90,25.2
2018/7/7 1:00,6.2,0,89,25.3
2018/7/7 2:00,7,0,87,25.4
2018/7/7 3:00,6.7,0,85,25.5
2018/7/7 4:00,7,0,85,25.5
2018/7/7 5:00,7.2,0,86,25.2
2018/7/7 6:00,6.7,0.03,85,25.2
2018/7/7 7:00,6.1,0.19,82,25.7
2018/7/7 8:00,5.7,0.3,82,25.6
2018/7/7 9:00,6.7,0.71,75,26.6
2018/7/7 10:00,6.8,1,71,27.5
2018/7/7 11:00,6.3,1.31,71,27.2
2018/7/7 12:00,7.5,0.87,71,27.2
2018/7/7 13:00,5.9,0.36,73,26.8
2018/7/7 14:00,6.9,0.38,75,26.7
2018/7/7 15:00,7,0.34,84,25.5
2018/7/7 16:00,6.5,0.29,85,25.5
2018/7/7 17:00,6.3,0.38,83,25.6
2018/7/7 18:00,6.6,0.1,83,25.5
2018/7/7 19:00,4.9,0.01,91,24.5
2018/7/7 20:00,4.7,0,94,24
2018/7/7 21:00,6.4,0,94,24.1
2018/7/7 22:00,6.1,0,95,24.1
2018/7/7 23:00,6.4,0,96,24
2018/7/8 0:00,5.1,0,94,24.2
2018/7/8 1:00,4.8,0,91,24.1
2018/7/8 2:00,4.3,0,92,24.3
2018/7/8 3:00,4.7,0,91,24.7
2018/7/8 4:00,3.6,0,87,23.8
2018/7/8 5:00,3.5,0,88,23.7
2018/7/8 6:00,3.6,0.08,87,24.1
2018/7/8 7:00,3.7,0.31,87,24.8
2018/7/8 8:00,4.2,0.75,83,26
2018/7/8 9:00,3.7,1.28,77,27.1
2018/7/8 10:00,5.5,1.24,80,26
2018/7/8 11:00,5.2,2.86,66,28.6
2018/7/8 12:00,5.3,1.92,58,29.8
2018/7/8 13:00,3.9,3.13,53,30.8
2018/7/8 14:00,5.3,1.78,54,30.2
2018/7/8 15:00,5.1,1.67,56,30.5
2018/7/8 16:00,4.8,1.63,57,30
2018/7/8 17:00,4.1,1.3,56,29.8
2018/7/8 18:00,5.1,0.82,60,28.6
2018/7/8 19:00,2.9,0.26,66,27.7
2018/7/8 20:00,2.9,0,68,27.1
2018/7/8 21:00,3.9,0,69,26.8
2018/7/8 22:00,3.4,0,72,26.2
2018/7/8 23:00,2.1,0,77,25.6
2018/7/9 0:00,1.8,0,79,25.2
2018/7/9 1:00,1.5,0,83,24.5
2018/7/9 2:00,1.3,0,86,24
2018/7/9 3:00,1.8,0,82,24.1
2018/7/9 4:00,1.4,0,82,24
2018/7/9 5:00,1.8,0.01,82,23.9
2018/7/9 6:00,2.3,0.34,77,25
2018/7/9 7:00,2.6,0.92,66,27
2018/7/9 8:00,1.2,1.63,60,28.1
2018/7/9 9:00,1.8,2.39,57,29.8
2018/7/9 10:00,2.8,2.93,50,31
2018/7/9 11:00,3.3,2.69,54,30.4
2018/7/9 12:00,3.8,1.97,56,31.2
2018/7/9 13:00,5.7,2.7,58,30.8
2018/7/9 14:00,5.4,2.26,57,30.8
2018/7/9 15:00,4.6,1.82,55,30.4
2018/7/9 16:00,4.7,1.61,59,30.5
2018/7/9 17:00,5,1.45,61,29.5
2018/7/9 18:00,5.1,0.51,65,28.7
2018/7/9 19:00,3.9,0.35,66,28.3
2018/7/9 20:00,3.2,0.01,70,27.8
2018/7/9 21:00,3.9,0,74,27.1
2018/7/9 22:00,3,0,78,26.6
2018/7/9 23:00,2.5,0,80,26.2
2018/7/10 0:00,2.3,0,79,25.8
2018/7/10 1:00,0.9,0,78,25.6
2018/7/10 2:00,1.3,0,79,25.4
2018/7/10 3:00,0.8,0,82,24.8
2018/7/10 4:00,1.3,0,86,24.2
2018/7/10 5:00,1.3,0.01,85,24.2
2018/7/10 6:00,1.2,0.23,79,24.9
2018/7/10 7:00,2.1,0.9,72,26.3
2018/7/10 8:00,2.5,1.6,66,28.3
2018/7/10 9:00,1.6,1.96,57,29.6
2018/7/10 10:00,2.9,2.33,58,29.4
2018/7/10 11:00,2.9,2.22,57,30.8
2018/7/10 12:00,1.6,2.03,59,30
2018/7/10 13:00,2.5,2.67,49,32.3
2018/7/10 14:00,4.6,2.5,50,32.6
2018/7/10 15:00,3.8,2.74,48,32.4
2018/7/10 16:00,2.7,2.33,44,33
2018/7/10 17:00,4,1.51,51,31.5
2018/7/10 18:00,3.8,0.71,51,30.8
2018/7/10 19:00,3,0.27,56,29.6
2018/7/10 20:00,2.9,0,62,28.7
2018/7/10 21:00,3.3,0,68,28.1
2018/7/10 22:00,2.5,0,73,27.3
2018/7/10 23:00,2.3,0,75,26.7
2018/7/11 0:00,2.4,0,76,26.4
2018/7/11 1:00,1.2,0,78,25.9
2018/7/11 2:00,2.3,0,79,25.5
2018/7/11 3:00,1.9,0,81,25.1
2018/7/11 4:00,1.1,0,81,25.3
2018/7/11 5:00,1.5,0.01,82,25.1
2018/7/11 6:00,1.4,0.27,78,25.7
2018/7/11 7:00,1.3,0.67,74,26.4
2018/7/11 8:00,1.6,1.19,71,27.6
2018/7/11 9:00,1.6,1.91,65,29.1
2018/7/11 10:00,2.3,2.84,56,31.2
2018/7/11 11:00,3.2,3.21,45,33.3
2018/7/11 12:00,3.2,2.82,45,33.2
2018/7/11 13:00,2.2,2.69,42,33.9
2018/7/11 14:00,4.7,1.9,45,33.4
2018/7/11 15:00,4.1,1.96,43,34.3
2018/7/11 16:00,4.8,1.26,46,32.9
2018/7/11 17:00,4.1,0.66,50,32.4
2018/7/11 18:00,3.5,0.42,53,32
2018/7/11 19:00,3.9,0.09,50,31.2
2018/7/11 20:00,3.4,0,47,30.8
2018/7/11 21:00,3.6,0,49,30.5
2018/7/11 22:00,3.4,0,50,30.2
2018/7/11 23:00,3.6,0,50,29.6
2018/7/12 0:00,2.9,0,53,29.2
2018/7/12 1:00,3,0,57,28.4
2018/7/12 2:00,2.9,0,60,27.9
2018/7/12 3:00,3,0,62,27.7
2018/7/12 4:00,2.5,0,63,27.4
2018/7/12 5:00,2.4,0,66,27
2018/7/12 6:00,2.6,0.08,64,27.3
2018/7/12 7:00,2,0.32,64,27.4
2018/7/12 8:00,2.9,0.51,62,27.7
2018/7/12 9:00,1.8,1.12,60,28.5
2018/7/12 10:00,1.8,2.19,56,30.5
2018/7/12 11:00,4.1,2.53,51,30.6
2018/7/12 12:00,3.9,3.54,46,32.6
2018/7/12 13:00,4.2,2.31,51,31.5
2018/7/12 14:00,5.8,2.39,44,32.6
2018/7/12 15:00,5.2,1.6,47,31.9
2018/7/12 16:00,4.7,0.75,49,31.5
2018/7/12 17:00,3.8,0.58,48,31.9
2018/7/12 18:00,4.2,0.55,48,31.4
2018/7/12 19:00,4.1,0.16,55,30.4
2018/7/12 20:00,1.9,0,68,28.8
2018/7/12 21:00,2,0,59,29
2018/7/12 22:00,1.9,0,59,28.6
2018/7/12 23:00,3.2,0,75,27.3
2018/7/13 0:00,2.4,0,75,27
2018/7/13 1:00,1.3,0,77,26.9
2018/7/13 2:00,1.2,0,77,26.8
2018/7/13 3:00,1.3,0,77,26.5
2018/7/13 4:00,0.9,0,74,26.2
2018/7/13 5:00,1.8,0,66,26.6
2018/7/13 6:00,1.8,0.2,68,26.4
2018/7/13 7:00,3.6,0.64,65,27.3
2018/7/13 8:00,2.1,1.11,61,28.8
2018/7/13 9:00,2.1,1.83,55,29.5
2018/7/13 10:00,4.4,2.61,49,31.8
2018/7/13 11:00,5.5,3,46,33
2018/7/13 12:00,4.8,2.74,43,33.1
2018/7/13 13:00,5.2,1.42,47,31.6
2018/7/13 14:00,6.5,1.34,51,31.4
2018/7/13 15:00,6.1,2.24,46,32.9
2018/7/13 16:00,4.6,2.07,47,33.3
2018/7/13 17:00,5.8,1.54,47,33
2018/7/13 18:00,4.6,0.82,49,32.1
2018/7/13 19:00,3.3,0.2,53,30.8
2018/7/13 20:00,4.3,0,53,30.5
2018/7/13 21:00,4.5,0,56,29.5
2018/7/13 22:00,3.5,0,58,28.8
2018/7/13 23:00,2.4,0,58,28.6
2018/7/14 0:00,1.8,0,60,27.6
2018/7/14 1:00,2.7,0,59,28.1
2018/7/14 2:00,2.3,0,63,27.3
2018/7/14 3:00,3,0,65,27.1
2018/7/14 4:00,3.5,0,67,26.7
2018/7/14 5:00,2.5,0,69,26.4
2018/7/14 6:00,2.4,0.2,69,26.4
2018/7/14 7:00,3.5,0.59,65,27.2
2018/7/14 8:00,3,1.3,60,28.9
2018/7/14 9:00,2.8,2.2,52,30.9
2018/7/14 10:00,3.2,2.76,45,32.2
2018/7/14 11:00,1.9,2.88,42,33.2
2018/7/14 12:00,2.1,3.34,39,34.6
2018/7/14 13:00,2.4,3.4,35,35.1
2018/7/14 14:00,1.7,3.18,33,36
2018/7/14 15:00,3.1,2.79,39,36.7
2018/7/14 16:00,5.1,2.19,35,36.3
2018/7/14 17:00,5.6,1.49,40,34.8
2018/7/14 18:00,5.3,0.8,49,33.3
2018/7/14 19:00,5.3,0.21,56,31.4
2018/7/14 20:00,4.5,0,59,30.6
2018/7/14 21:00,4.2,0,63,29.7
2018/7/14 22:00,2.6,0,65,29.1
2018/7/14 23:00,2.1,0,65,28.8
2018/7/15 0:00,2.2,0,65,28.8
2018/7/15 1:00,2,0,64,28.4
2018/7/15 2:00,1.2,0,66,28.2
2018/7/15 3:00,0.9,0,68,28
2018/7/15 4:00,0.7,0,72,27.4
2018/7/15 5:00,1.3,0,74,27.3
2018/7/15 6:00,1.2,0.22,71,28.1
2018/7/15 7:00,0.7,0.79,66,28.9
2018/7/15 8:00,0.6,1.51,64,30.9
2018/7/15 9:00,1.2,2.35,56,31.9
2018/7/15 10:00,2,2.53,51,32.9
2018/7/15 11:00,1.9,2.78,50,32.6
2018/7/15 12:00,1.5,3.04,46,35.3
2018/7/15 13:00,2.7,3.31,41,35.2
2018/7/15 14:00,1.5,3.12,41,36.7
2018/7/15 15:00,2.7,2.69,39,36.2
2018/7/15 16:00,4.7,2.2,37,36.3
2018/7/15 17:00,4.4,1.54,40,34.6
2018/7/15 18:00,4.4,0.79,47,33
2018/7/15 19:00,4.5,0.2,53,31.3
2018/7/15 20:00,5.1,0,56,30.4
2018/7/15 21:00,4.1,0,62,29.6
2018/7/15 22:00,3.2,0,68,29.1
2018/7/15 23:00,2.7,0,71,28.7
2018/7/16 0:00,2.1,0,74,28.2
2018/7/16 1:00,1.5,0,71,28.1
2018/7/16 2:00,0.9,0,72,27.8
2018/7/16 3:00,1.4,0,74,27.3
2018/7/16 4:00,1,0,76,27.3
2018/7/16 5:00,1.7,0,76,27.2
2018/7/16 6:00,1.2,0.19,72,27.9
2018/7/16 7:00,1.2,0.79,68,28.9
2018/7/16 8:00,1.8,1.48,59,30.5
2018/7/16 9:00,0.9,2.11,55,31.5
2018/7/16 10:00,1.9,2.62,51,33.3
2018/7/16 11:00,1.7,2.9,49,35.2
2018/7/16 12:00,2.8,2.98,42,35.4
2018/7/16 13:00,3.3,2.61,43,35.6
2018/7/16 14:00,2.3,3.12,39,37.2
2018/7/16 15:00,2.8,2.71,38,37.4
2018/7/16 16:00,3.9,2.06,44,37.3
2018/7/16 17:00,4.2,1.45,49,35.7
2018/7/16 18:00,3.9,0.71,56,33.4
2018/7/16 19:00,4.3,0.17,60,32
2018/7/16 20:00,5.3,0.01,62,30.8
2018/7/16 21:00,4.1,0,64,30
2018/7/16 22:00,4.5,0,70,29.1
2018/7/16 23:00,3.1,0,72,28.6
2018/7/17 0:00,1.5,0,73,28.2
2018/7/17 1:00,2.1,0,69,28.3
2018/7/17 2:00,2.7,0,71,28.1
2018/7/17 3:00,1.1,0,75,27.5
2018/7/17 4:00,2.2,0,76,27.8
2018/7/17 5:00,1.4,0,78,27.2
2018/7/17 6:00,1.1,0.11,78,27.4
2018/7/17 7:00,1.2,0.6,73,28.5
2018/7/17 8:00,1.3,1.42,67,29.5
2018/7/17 9:00,0.8,2,62,31.3
2018/7/17 10:00,1.2,2.21,56,31.6
2018/7/17 11:00,3.2,2.75,54,33.6
2018/7/17 12:00,1.5,2.78,53,35
2018/7/17 13:00,2.5,2.9,45,35.4
2018/7/17 14:00,2.7,2.91,40,36.6
2018/7/17 15:00,1.9,2.33,45,35.8
2018/7/17 16:00,5.4,2.2,53,34.9
2018/7/17 17:00,5.2,0.67,55,34.1
2018/7/17 18:00,4.9,0.72,58,33.1
2018/7/17 19:00,3.7,0.12,63,31.8
2018/7/17 20:00,4.9,0,67,30.3
2018/7/17 21:00,4.8,0,73,29.3
2018/7/17 22:00,3.6,0,74,28.9
2018/7/17 23:00,3.7,0,75,28.5
2018/7/18 0:00,2.5,0,76,28.3
2018/7/18 1:00,1.7,0,76,28.4
2018/7/18 2:00,2.3,0,76,28.3
2018/7/18 3:00,2,0,76,28.3
2018/7/18 4:00,1.3,0,77,27.9
2018/7/18 5:00,1.2,0,79,27.6
2018/7/18 6:00,0.8,0.17,76,28.5
2018/7/18 7:00,1.3,0.55,71,29.2
2018/7/18 8:00,1.5,1.23,69,30.2
2018/7/18 9:00,1.8,2.12,60,32.1
2018/7/18 10:00,2,2.75,52,33.5
2018/7/18 11:00,2.6,3.19,39,35.7
2018/7/18 12:00,1.8,3.34,37,37.2
2018/7/18 13:00,2.3,3.43,29,37.8
2018/7/18 14:00,1.8,3.16,31,38.8
2018/7/18 15:00,0.9,2.73,32,38.5
2018/7/18 16:00,4.8,1.54,50,35.2
2018/7/18 17:00,3.9,1.28,53,34.6
2018/7/18 18:00,5,0.69,58,33
2018/7/18 19:00,4.1,0.17,62,32
2018/7/18 20:00,3.4,0,63,31.4
2018/7/18 21:00,3.3,0,67,30.8
2018/7/18 22:00,3.4,0,72,30
2018/7/18 23:00,3.8,0,75,29.4
2018/7/19 0:00,3.3,0,75,29.1
2018/7/19 1:00,3.2,0,79,28.9
2018/7/19 2:00,1.5,0,79,28.6
2018/7/19 3:00,1.6,0,79,28.4
2018/7/19 4:00,1.2,0,80,28.2
2018/7/19 5:00,1.2,0,78,28.7
2018/7/19 6:00,2.1,0.1,76,29
2018/7/19 7:00,2.5,0.38,74,29.3
2018/7/19 8:00,1.6,0.81,68,30.2
2018/7/19 9:00,1.6,2.08,61,31.6
2018/7/19 10:00,2.7,2.21,62,31.7
2018/7/19 11:00,2.5,2.63,53,34.2
2018/7/19 12:00,3.8,1.97,54,33.9
2018/7/19 13:00,3.3,2.42,52,34.5
2018/7/19 14:00,4,2.75,49,35.5
2018/7/19 15:00,4.3,2.09,48,34.8
2018/7/19 16:00,4.8,1.96,51,34.2
2018/7/19 17:00,4.9,1.42,52,33.8
2018/7/19 18:00,4.5,0.7,57,32.8
2018/7/19 19:00,5.6,0.17,63,31
2018/7/19 20:00,5.4,0,67,29.8
2018/7/19 21:00,5.2,0,65,29.2
2018/7/19 22:00,4.6,0,70,28.8
2018/7/19 23:00,4.6,0,74,28.7
2018/7/20 0:00,2.5,0,75,28.4
2018/7/20 1:00,2.4,0,76,28.1
2018/7/20 2:00,1.7,0,77,28.3
2018/7/20 3:00,2,0,78,28.1
2018/7/20 4:00,1.5,0,78,28.1
2018/7/20 5:00,2,0,77,27.8
2018/7/20 6:00,2.3,0.14,76,28.1
2018/7/20 7:00,2.1,0.79,70,29.3
2018/7/20 8:00,1.8,1.54,63,30.6
2018/7/20 9:00,2.8,1.86,58,31.8
2018/7/20 10:00,3.1,2.22,53,32.6
2018/7/20 11:00,2.6,3.27,48,34.9
2018/7/20 12:00,4.1,3.25,46,34
2018/7/20 13:00,2.9,2.87,44,35.5
2018/7/20 14:00,3.6,3.01,44,34.9
2018/7/20 15:00,5,2.69,46,34.5
2018/7/20 16:00,5.5,1.84,51,33.7
2018/7/20 17:00,5.3,1.49,54,33.1
2018/7/20 18:00,4.9,0.84,63,31.7
2018/7/20 19:00,4.9,0.25,67,30.5
2018/7/20 20:00,5.1,0,67,29.6
2018/7/20 21:00,4.4,0,67,29.1
2018/7/20 22:00,4,0,69,28.8
2018/7/20 23:00,2.5,0,73,28.2
2018/7/21 0:00,2.6,0,76,28
2018/7/21 1:00,2.3,0,79,27.5
2018/7/21 2:00,1.9,0,79,27.2
2018/7/21 3:00,1.3,0,80,26.9
2018/7/21 4:00,1.4,0,78,27.1
2018/7/21 5:00,1.3,0,79,27
2018/7/21 6:00,1.3,0.22,75,27.8
2018/7/21 7:00,1.1,0.84,69,29.2
2018/7/21 8:00,0.9,1.65,64,29.9
2018/7/21 9:00,0.8,1.66,55,31.1
2018/7/21 10:00,2,2.58,55,32.6
2018/7/21 11:00,1.4,1.82,52,32.7
2018/7/21 12:00,2.5,2.43,44,35
2018/7/21 13:00,1.9,2.6,43,34.8
2018/7/21 14:00,4.7,2.53,45,34.7
2018/7/21 15:00,3.6,1.63,46,34.1
2018/7/21 16:00,4.4,2.12,43,34.7
2018/7/21 17:00,4.4,1.54,46,33.6
2018/7/21 18:00,4.6,0.84,54,31.8
2018/7/21 19:00,4.2,0.17,61,30.6
2018/7/21 20:00,3.8,0,69,29.6
2018/7/21 21:00,3.1,0,74,28.9
2018/7/21 22:00,3.6,0,76,28.3
2018/7/21 23:00,2.7,0,76,28.1
2018/7/22 0:00,1.9,0,76,27.8
2018/7/22 1:00,1.1,0,73,27.8
2018/7/22 2:00,1.1,0,75,27.1
2018/7/22 3:00,0.3,0,75,27.6
2018/7/22 4:00,0.9,0,78,27.1
2018/7/22 5:00,0.9,0,79,26.9
2018/7/22 6:00,0.9,0.21,76,27.6
2018/7/22 7:00,1.9,0.86,69,28.5
2018/7/22 8:00,1.8,1.53,66,29.9
2018/7/22 9:00,2.3,2.14,54,32.2
2018/7/22 10:00,2.1,2.81,48,34
2018/7/22 11:00,3.2,3.22,41,34.6
2018/7/22 12:00,2.8,3.44,38,36.6
2018/7/22 13:00,3.2,3.47,34,37.3
2018/7/22 14:00,3.5,3,32,38.2
2018/7/22 15:00,4.1,2.75,31,38.5
2018/7/22 16:00,3.3,2.18,34,38.2
2018/7/22 17:00,5.7,1.55,39,36.9
2018/7/22 18:00,5,0.85,35,36.2
2018/7/22 19:00,4.9,0.25,37,35.1
2018/7/22 20:00,4.3,0,37,34.2
2018/7/22 21:00,4.1,0,39,33.4
2018/7/22 22:00,4.5,0,41,33.1
2018/7/22 23:00,2.9,0,46,32.1
2018/7/23 0:00,3.1,0,50,31.2
2018/7/23 1:00,4,0,52,30.8
2018/7/23 2:00,3.2,0,52,30.7
2018/7/23 3:00,3.6,0,58,30
2018/7/23 4:00,2.3,0,62,29.2
2018/7/23 5:00,3.6,0,62,29
2018/7/23 6:00,3.3,0.1,63,29
2018/7/23 7:00,3.5,0.84,56,30.3
2018/7/23 8:00,4.4,1.6,46,32.2
2018/7/23 9:00,3.8,2.34,41,34.2
2018/7/23 10:00,3.9,2.86,38,35.7
2018/7/23 11:00,4.6,3.25,37,36.9
2018/7/23 12:00,4,3.47,33,38.7
2018/7/23 13:00,5.9,3.48,31,38.3
2018/7/23 14:00,5.5,3.22,30,39.4
2018/7/23 15:00,7.6,2.8,31,38.2
2018/7/23 16:00,7.3,2.22,31,37.9
2018/7/23 17:00,8.5,1.54,37,36
2018/7/23 18:00,6.6,0.84,41,34.9
2018/7/23 19:00,6.5,0.21,45,33.5
2018/7/23 20:00,7,0,45,32.7
2018/7/23 21:00,5.1,0,49,32
2018/7/23 22:00,5.3,0,53,30.8
