date,wind,sr,rh,t
2018/9/8 0:00,5.8,0,80,26.6
2018/9/8 1:00,3.3,0,88,25.3
2018/9/8 2:00,4,0,88,25.6
2018/9/8 3:00,3.5,0,87,25.8
2018/9/8 4:00,3.8,0,87,25.9
2018/9/8 5:00,4.6,0,86,26
2018/9/8 6:00,3.6,0.01,88,25.7
2018/9/8 7:00,3.3,0.11,90,25.5
2018/9/8 8:00,3,0.31,84,24.9
2018/9/8 9:00,3.6,0.96,65,26.5
2018/9/8 10:00,3.9,2.06,60,27.1
2018/9/8 11:00,4.4,1.1,64,26.4
2018/9/8 12:00,2.7,1.46,63,26.9
2018/9/8 13:00,2.7,1.81,59,28.2
2018/9/8 14:00,1.2,1.91,54,28.7
2018/9/8 15:00,2,1.04,53,28.5
2018/9/8 16:00,3.5,0.72,61,28
2018/9/8 17:00,3,0.44,63,27.2
2018/9/8 18:00,2.3,0.11,63,26.7
2018/9/8 19:00,0.8,0,66,26
2018/9/8 20:00,1.3,0,62,26.4
2018/9/8 21:00,2.3,0,73,25.9
2018/9/8 22:00,2,0,87,23.9
2018/9/8 23:00,2.4,0,87,24.1
2018/9/9 0:00,2.5,0,88,24.7
2018/9/9 1:00,2,0,89,24.6
2018/9/9 2:00,1.6,0,89,24.6
2018/9/9 3:00,3.3,0,89,24.5
2018/9/9 4:00,2.1,0,91,24.4
2018/9/9 5:00,2.8,0,92,24.4
2018/9/9 6:00,3.5,0.02,92,24.8
2018/9/9 7:00,2.6,0.13,89,25.3
2018/9/9 8:00,5.7,0.24,89,25.5
2018/9/9 9:00,4.6,0.37,90,25.4
2018/9/9 10:00,3.4,0.49,91,24.6
2018/9/9 11:00,4.4,1.34,77,27.2
2018/9/9 12:00,7,2.23,67,29
2018/9/9 13:00,6.9,2,61,29.2
2018/9/9 14:00,6.9,2.26,60,29.5
2018/9/9 15:00,5.5,1.44,58,28.9
2018/9/9 16:00,5.5,0.81,63,28.3
2018/9/9 17:00,6.9,0.39,67,27.5
2018/9/9 18:00,5.4,0.13,70,27
2018/9/9 19:00,4.4,0,74,26.5
2018/9/9 20:00,4.3,0,75,26.3
2018/9/9 21:00,4.2,0,82,25.8
2018/9/9 22:00,4.4,0,81,25.6
2018/9/9 23:00,3,0,90,24.7
2018/9/10 0:00,5.8,0,86,24.2
2018/9/10 1:00,3.7,0,89,24.6
2018/9/10 2:00,3.2,0,87,24.5
2018/9/10 3:00,3.5,0,85,24.3
2018/9/10 4:00,3.6,0,89,24.4
2018/9/10 5:00,2.1,0,92,24.3
2018/9/10 6:00,3.1,0.02,92,24.5
2018/9/10 7:00,2.5,0.12,92,24.9
2018/9/10 8:00,2.5,0.45,87,25.5
2018/9/10 9:00,2.5,0.41,85,25.7
2018/9/10 10:00,2.4,0.33,86,24.7
2018/9/10 11:00,3.4,0.29,90,24.3
2018/9/10 12:00,1.8,0.26,92,24.1
2018/9/10 13:00,3.2,0.21,90,24
2018/9/10 14:00,3.4,0.19,89,23.6
2018/9/10 15:00,2.3,0.45,84,23.5
2018/9/10 16:00,2.5,0.58,83,23.3
2018/9/10 17:00,0.8,0.74,81,23.7
2018/9/10 18:00,2.7,0.14,79,24.1
2018/9/10 19:00,2.8,0,82,22.6
2018/9/10 20:00,2.8,0,81,22.3
2018/9/10 21:00,3.4,0,79,21.8
2018/9/10 22:00,3.9,0,77,21.3
2018/9/10 23:00,4.1,0,77,21
2018/9/11 0:00,2.5,0,76,20.7
2018/9/11 1:00,2.9,0,76,20.5
2018/9/11 2:00,3.1,0,77,20.2
2018/9/11 3:00,2.8,0,78,19.8
2018/9/11 4:00,2.9,0,79,19.7
2018/9/11 5:00,2,0,78,19.9
2018/9/11 6:00,2.3,0.02,78,19.9
2018/9/11 7:00,2.9,0.32,74,20.9
2018/9/11 8:00,2.4,0.29,72,21.3
2018/9/11 9:00,3.1,0.92,66,22.5
2018/9/11 10:00,2,1.44,60,24.3
2018/9/11 11:00,1.9,1.58,56,25.2
2018/9/11 12:00,1.7,1.78,52,26.3
2018/9/11 13:00,1.8,1.66,57,26.9
2018/9/11 14:00,1.9,1.49,54,27.3
2018/9/11 15:00,4.6,0.64,59,26
2018/9/11 16:00,5.1,0.2,90,21.7
2018/9/11 17:00,1.3,0.07,92,21.3
2018/9/11 18:00,1.8,0.03,91,21.3
2018/9/11 19:00,1.8,0,89,21.5
2018/9/11 20:00,1.1,0,85,22
2018/9/11 21:00,1.4,0,88,22.1
2018/9/11 22:00,1.5,0,89,22
2018/9/11 23:00,1.7,0,89,21.9
2018/9/12 0:00,1.5,0,87,21.9
2018/9/12 1:00,1.1,0,89,21.7
2018/9/12 2:00,1.3,0,88,21.9
2018/9/12 3:00,1,0,89,21.8
2018/9/12 4:00,0.8,0,90,21.8
2018/9/12 5:00,0.7,0,89,21.9
2018/9/12 6:00,2.1,0,81,21
2018/9/12 7:00,1.4,0.05,81,20.8
2018/9/12 8:00,1.2,0.16,78,21.3
2018/9/12 9:00,2.2,0.25,76,21.7
2018/9/12 10:00,0.3,0.51,75,22
2018/9/12 11:00,0.7,0.43,82,22.1
2018/9/12 12:00,1.8,0.77,78,22.2
2018/9/12 13:00,1.4,0.29,82,21.8
2018/9/12 14:00,0.9,0.17,84,21.3
2018/9/12 15:00,1.7,0.37,82,21.7
2018/9/12 16:00,1.7,0.46,81,21.9
2018/9/12 17:00,1.6,0.21,83,21.6
2018/9/12 18:00,1.6,0.03,84,21.3
2018/9/12 19:00,0.7,0,86,21
2018/9/12 20:00,2.2,0,77,20.8
2018/9/12 21:00,1.8,0,76,20.3
2018/9/12 22:00,2,0,78,19.8
2018/9/12 23:00,1.7,0,74,20.1
2018/9/13 0:00,1.5,0,77,20.2
2018/9/13 1:00,2,0,81,20.4
2018/9/13 2:00,2.2,0,83,20.3
2018/9/13 3:00,1.5,0,83,19.6
2018/9/13 4:00,2.8,0,78,20.1
2018/9/13 5:00,2.5,0,78,19.9
2018/9/13 6:00,2.6,0.02,79,20
2018/9/13 7:00,3.3,0.42,78,20.6
2018/9/13 8:00,1.8,0.72,76,21.8
2018/9/13 9:00,2,1.21,69,23.1
2018/9/13 10:00,1.4,1.94,63,24.5
2018/9/13 11:00,1.5,1.7,56,25.8
2018/9/13 12:00,0.4,1.3,60,25.8
2018/9/13 13:00,2.3,1.62,55,26.4
2018/9/13 14:00,2.3,1.26,55,26.5
2018/9/13 15:00,1.9,0.76,57,26.1
2018/9/13 16:00,1.5,0.42,60,25.8
2018/9/13 17:00,3.1,0.19,60,25.2
2018/9/13 18:00,2.1,0.04,61,24.6
2018/9/13 19:00,1.4,0,62,24.2
2018/9/13 20:00,0.9,0,66,24.4
2018/9/13 21:00,0.6,0,67,24
2018/9/13 22:00,0.8,0,67,23.9
2018/9/13 23:00,0.8,0,71,23.3
2018/9/14 0:00,1.7,0,72,23.7
2018/9/14 1:00,1.8,0,74,23.4
2018/9/14 2:00,1.8,0,79,22.8
2018/9/14 3:00,2,0,85,22.3
2018/9/14 4:00,2.1,0,88,22
2018/9/14 5:00,2.6,0,89,21.8
2018/9/14 6:00,1.8,0,89,21.4
2018/9/14 7:00,1.6,0.09,85,21.7
2018/9/14 8:00,2,0.23,88,21.9
2018/9/14 9:00,0.8,0.67,84,23.3
2018/9/14 10:00,1.9,0.67,82,22.8
2018/9/14 11:00,2,0.83,85,22.8
2018/9/14 12:00,1.4,0.98,86,23.3
2018/9/14 13:00,1.6,0.73,79,23.2
2018/9/14 14:00,1.2,0.45,86,22.7
2018/9/14 15:00,1.8,0.46,84,23
2018/9/14 16:00,1.9,0.39,85,23
2018/9/14 17:00,1.3,0.11,86,22.6
2018/9/14 18:00,1,0.02,91,22
2018/9/14 19:00,0.8,0,92,22.1
2018/9/14 20:00,1.1,0,92,22.2
2018/9/14 21:00,2.3,0,92,21.6
2018/9/14 22:00,1.2,0,93,21.4
2018/9/14 23:00,0.9,0,92,21.4
2018/9/15 0:00,0.9,0,93,21.3
2018/9/15 1:00,1.7,0,92,21.5
2018/9/15 2:00,1.7,0,92,21.5
2018/9/15 3:00,1.3,0,92,21.5
2018/9/15 4:00,0.8,0,93,21.5
2018/9/15 5:00,0.3,0,93,21.5
2018/9/15 6:00,0.5,0,92,21.5
2018/9/15 7:00,1.2,0.05,93,21.6
2018/9/15 8:00,1.3,0.18,92,21.9
2018/9/15 9:00,1.7,0.23,91,22.1
2018/9/15 10:00,1.5,0.22,92,22.2
2018/9/15 11:00,1.5,0.18,91,22.6
2018/9/15 12:00,0.7,0.19,92,22.8
2018/9/15 13:00,1.5,0.34,92,23
2018/9/15 14:00,1.8,0.37,91,23.1
2018/9/15 15:00,1,0.13,92,23.1
2018/9/15 16:00,1,0.2,92,23.2
2018/9/15 17:00,1.5,0.22,92,23.2
2018/9/15 18:00,1.7,0.05,91,23.1
2018/9/15 19:00,1.4,0,91,23.1
2018/9/15 20:00,2.6,0,92,23.1
2018/9/15 21:00,2.2,0,92,23.1
2018/9/15 22:00,2,0,92,23.1
2018/9/15 23:00,0.9,0,92,23.2
2018/9/16 0:00,1.2,0,93,22.8
2018/9/16 1:00,2.7,0,93,22.9
2018/9/16 2:00,1.2,0,93,22.7
2018/9/16 3:00,0.3,0,93,22.7
2018/9/16 4:00,1.2,0,93,22.7
2018/9/16 5:00,0,0,93,22.7
2018/9/16 6:00,0.7,0.01,93,22.6
2018/9/16 7:00,0.6,0.15,93,23
2018/9/16 8:00,0.9,0.52,92,23.8
2018/9/16 9:00,1.4,1.21,82,24.6
2018/9/16 10:00,2.3,1.78,74,26.9
2018/9/16 11:00,2.2,1.82,67,26.8
2018/9/16 12:00,1.9,2.79,59,28.4
2018/9/16 13:00,1.7,2.2,55,28.6
2018/9/16 14:00,3,1.61,54,29.8
2018/9/16 15:00,3.7,1.7,49,30.6
2018/9/16 16:00,3.5,1.24,55,29.2
2018/9/16 17:00,4.3,0.66,57,28.9
2018/9/16 18:00,3.7,0.1,61,27.5
2018/9/16 19:00,3.5,0,62,27.1
2018/9/16 20:00,2.6,0,65,26.4
2018/9/16 21:00,3.3,0,65,26.3
2018/9/16 22:00,2,0,66,26
2018/9/16 23:00,3.2,0,67,25.9
2018/9/17 0:00,3,0,68,25.6
2018/9/17 1:00,1.9,0,70,25.3
2018/9/17 2:00,1.5,0,70,25.3
2018/9/17 3:00,2.7,0,71,24.9
2018/9/17 4:00,2.2,0,72,24.6
2018/9/17 5:00,5.7,0,71,24.8
2018/9/17 6:00,2.8,0.01,75,24.3
2018/9/17 7:00,2.5,0.18,75,24.5
2018/9/17 8:00,2.6,0.53,72,25.1
2018/9/17 9:00,4.2,1.7,59,27.3
2018/9/17 10:00,4.6,2.5,49,28.9
2018/9/17 11:00,5.8,2.82,42,30
2018/9/17 12:00,5.1,3.07,41,30.6
2018/9/17 13:00,4.1,2.67,41,30.8
2018/9/17 14:00,4.5,2.66,41,30.2
2018/9/17 15:00,5.1,1.46,46,28.8
2018/9/17 16:00,5.1,0.67,47,28.1
2018/9/17 17:00,5.1,0.25,52,26.9
2018/9/17 18:00,4.8,0.03,56,26
2018/9/17 19:00,4.5,0,56,25.6
2018/9/17 20:00,4.7,0,54,24.9
2018/9/17 21:00,5.2,0,58,24.4
2018/9/17 22:00,4.4,0,61,23.9
2018/9/17 23:00,3.2,0,65,23
2018/9/18 0:00,3.3,0,67,23.1
2018/9/18 1:00,2.7,0,69,22.7
2018/9/18 2:00,2.5,0,71,22.2
2018/9/18 3:00,1.4,0,70,22
2018/9/18 4:00,1.7,0,70,21.8
2018/9/18 5:00,1.1,0,77,20.5
2018/9/18 6:00,1.7,0.02,76,20.8
2018/9/18 7:00,1.1,0.44,69,21.9
2018/9/18 8:00,2.1,1.17,60,23.7
2018/9/18 9:00,2.1,1.88,54,25.1
2018/9/18 10:00,1,2.48,49,26.1
2018/9/18 11:00,2.2,2.89,38,28.3
2018/9/18 12:00,2.6,3.09,33,29.6
2018/9/18 13:00,3.3,2.87,32,30.4
2018/9/18 14:00,4.1,2.81,36,30.6
2018/9/18 15:00,4.9,1.58,39,29.6
2018/9/18 16:00,5.2,1.5,40,28.7
2018/9/18 17:00,4.8,0.82,42,27.9
2018/9/18 18:00,4.5,0.17,41,26.8
2018/9/18 19:00,4,0,49,25.7
2018/9/18 20:00,3.7,0,51,24.7
2018/9/18 21:00,3.1,0,52,24.4
2018/9/18 22:00,3.4,0,50,23.5
2018/9/18 23:00,1.9,0,54,22.6
2018/9/19 0:00,3.4,0,54,22.4
2018/9/19 1:00,3.1,0,55,21.7
2018/9/19 2:00,2.2,0,61,20.8
2018/9/19 3:00,1.2,0,69,20.3
2018/9/19 4:00,1.8,0,71,19.8
2018/9/19 5:00,1.9,0,69,19.7
2018/9/19 6:00,2.2,0.02,71,19.4
2018/9/19 7:00,3.1,0.33,68,20.2
2018/9/19 8:00,2,1.09,61,21.6
2018/9/19 9:00,2.6,1.61,54,22.9
2018/9/19 10:00,2.7,2.51,44,24.8
2018/9/19 11:00,2.5,2.71,37,26
2018/9/19 12:00,2.5,3.11,30,27.8
2018/9/19 13:00,1.1,3.06,25,28.7
2018/9/19 14:00,2.5,2.76,24,29.2
2018/9/19 15:00,2.2,2.29,19,29.3
2018/9/19 16:00,1.3,1.6,22,28.8
2018/9/19 17:00,2.7,0.81,33,27.8
2018/9/19 18:00,3,0.18,35,26.5
2018/9/19 19:00,3.3,0,39,25.6
2018/9/19 20:00,3.1,0,57,24.7
2018/9/19 21:00,3,0,68,23.6
2018/9/19 22:00,2.8,0,73,23.3
2018/9/19 23:00,1.5,0,69,23.1
2018/9/20 0:00,0.9,0,68,23
2018/9/20 1:00,1.4,0,66,23.1
2018/9/20 2:00,1.7,0,66,22.5
2018/9/20 3:00,1.5,0,62,22.3
2018/9/20 4:00,1.5,0,61,22.1
2018/9/20 5:00,1.5,0,58,22
2018/9/20 6:00,1.8,0,60,21.8
2018/9/20 7:00,0.5,0.06,60,21.8
2018/9/20 8:00,1.3,0.17,73,21.3
2018/9/20 9:00,1.4,0.19,84,21.1
2018/9/20 10:00,0.2,0.26,86,21.2
2018/9/20 11:00,1.8,0.33,89,20.4
2018/9/20 12:00,2,0.17,92,20.3
2018/9/20 13:00,2.3,0.16,91,20
2018/9/20 14:00,3.2,0.15,88,19.2
2018/9/20 15:00,3.4,0.14,88,18.8
2018/9/20 16:00,3.5,0.07,89,18.8
2018/9/20 17:00,3,0.06,88,18.8
2018/9/20 18:00,4,0.01,91,18.7
2018/9/20 19:00,3.2,0,91,18.6
2018/9/20 20:00,3,0,91,18.5
2018/9/20 21:00,2.9,0,90,18.1
2018/9/20 22:00,2,0,92,18.4
2018/9/20 23:00,2.1,0,92,18.5
2018/9/21 0:00,1.6,0,91,18.6
2018/9/21 1:00,2.3,0,92,18.5
2018/9/21 2:00,2.1,0,92,18.6
2018/9/21 3:00,2.6,0,91,18.6
2018/9/21 4:00,2.1,0,89,18.6
2018/9/21 5:00,2.1,0,90,18.8
2018/9/21 6:00,1.5,0,92,19
2018/9/21 7:00,1.6,0.05,92,19.1
2018/9/21 8:00,1.6,0.15,92,19
2018/9/21 9:00,1.8,0.26,91,19.1
2018/9/21 10:00,1.9,0.46,90,19.3
2018/9/21 11:00,0.8,0.44,89,19.8
2018/9/21 12:00,0.7,0.63,90,20.5
2018/9/21 13:00,1.4,0.38,92,20.6
2018/9/21 14:00,1,0.62,89,20.9
2018/9/21 15:00,0.7,0.36,88,20.8
2018/9/21 16:00,0.6,0.21,89,21
2018/9/21 17:00,1.5,0.13,89,21.1
2018/9/21 18:00,1.1,0.01,90,21
2018/9/21 19:00,1,0,92,20.8
2018/9/21 20:00,1.1,0,93,20.7
2018/9/21 21:00,1.8,0,93,20.7
2018/9/21 22:00,0.8,0,92,20.8
2018/9/21 23:00,1.7,0,92,20.7
2018/9/22 0:00,2.2,0,92,20.8
2018/9/22 1:00,1.6,0,92,20.9
2018/9/22 2:00,2,0,92,20.9
2018/9/22 3:00,1.6,0,92,20.9
2018/9/22 4:00,1.2,0,92,20.9
2018/9/22 5:00,0.8,0,92,20.9
2018/9/22 6:00,0.1,0,93,21
2018/9/22 7:00,1,0.05,93,21.2
2018/9/22 8:00,0.8,0.19,93,21.6
2018/9/22 9:00,1.7,0.58,91,22.2
2018/9/22 10:00,3.4,1.48,83,24
2018/9/22 11:00,3.4,1.55,76,25.1
2018/9/22 12:00,3.8,0.56,68,25.5
2018/9/22 13:00,5.5,2.67,55,28.2
2018/9/22 14:00,6,2.58,50,28.9
2018/9/22 15:00,5.6,2.08,49,28.6
2018/9/22 16:00,6.5,1.53,52,27.4
2018/9/22 17:00,5.7,0.76,54,26
2018/9/22 18:00,6.1,0.06,56,24.5
2018/9/22 19:00,5.9,0,58,23.7
2018/9/22 20:00,5,0,60,23.2
2018/9/22 21:00,3.2,0,62,22.8
2018/9/22 22:00,3.5,0,64,22.1
2018/9/22 23:00,3.8,0,62,22.1
2018/9/23 0:00,3.1,0,63,21.6
2018/9/23 1:00,2.6,0,70,20.7
2018/9/23 2:00,3,0,70,20.2
2018/9/23 3:00,1.8,0,74,19.8
2018/9/23 4:00,2,0,82,18.8
2018/9/23 5:00,1.1,0,84,18.6
2018/9/23 6:00,0.9,0.01,86,18.3
2018/9/23 7:00,1.9,0.41,79,19.5
2018/9/23 8:00,2,1.16,70,21.4
2018/9/23 9:00,2.3,1.84,61,22.9
2018/9/23 10:00,2.8,1.78,52,25.2
2018/9/23 11:00,2.4,2.78,45,26.8
2018/9/23 12:00,1.5,2.76,45,27.2
2018/9/23 13:00,2.5,2.76,45,29.3
2018/9/23 14:00,2.9,2.72,42,29.9
2018/9/23 15:00,2.2,1.81,47,28.8
2018/9/23 16:00,2.8,1.2,49,28.6
2018/9/23 17:00,3.2,0.58,53,27.9
2018/9/23 18:00,3.5,0.07,60,26.8
2018/9/23 19:00,2,0,63,26.3
2018/9/23 20:00,1.9,0,64,26.1
2018/9/23 21:00,2.4,0,66,25.7
2018/9/23 22:00,1.4,0,70,25.3
2018/9/23 23:00,2.5,0,74,24.6
2018/9/24 0:00,0.7,0,72,24.9
2018/9/24 1:00,0.7,0,71,23.7
2018/9/24 2:00,0.7,0,76,23.2
2018/9/24 3:00,1.5,0,77,23.2
2018/9/24 4:00,1.8,0,81,22.9
2018/9/24 5:00,1.6,0,79,22.9
2018/9/24 6:00,1.7,0.01,79,22.7
2018/9/24 7:00,2.1,0.36,75,23.4
2018/9/24 8:00,1.4,0.72,72,23.8
2018/9/24 9:00,2.5,1.25,66,25.1
2018/9/24 10:00,2,1.69,59,27
2018/9/24 11:00,1.1,2.59,54,28
2018/9/24 12:00,1.6,0.98,53,28
2018/9/24 13:00,4.2,1.48,53,28.6
2018/9/24 14:00,2,2.16,48,29.4
2018/9/24 15:00,3.1,1.3,54,28.6
2018/9/24 16:00,3,0.8,52,28.1
2018/9/24 17:00,2.8,0.38,49,27.3
2018/9/24 18:00,2.5,0.05,50,26.6
2018/9/24 19:00,3,0,54,25.9
2018/9/24 20:00,1.9,0,60,24.6
2018/9/24 21:00,3,0,61,24.6
2018/9/24 22:00,1.8,0,64,23.9
2018/9/24 23:00,2.5,0,62,24
2018/9/25 0:00,2.7,0,61,23.6
2018/9/25 1:00,1.6,0,64,23.1
2018/9/25 2:00,2,0,62,23.1
2018/9/25 3:00,2.1,0,61,22.7
2018/9/25 4:00,3.2,0,55,22.8
2018/9/25 5:00,1.9,0,63,21.9
2018/9/25 6:00,2.6,0,64,22.3
2018/9/25 7:00,3,0.04,63,22
2018/9/25 8:00,2.4,0.09,73,20.3
2018/9/25 9:00,2.9,0.17,82,19.4
2018/9/25 10:00,1.9,0.29,81,19.5
2018/9/25 11:00,2.7,0.32,77,19.9
2018/9/25 12:00,2.6,0.4,80,20.4
2018/9/25 13:00,3.1,0.59,82,20.7
2018/9/25 14:00,2.6,0.5,77,21.2
2018/9/25 15:00,2.5,0.29,73,21.6
2018/9/25 16:00,2.1,0.34,71,22.1
2018/9/25 17:00,2.2,0.25,72,21.7
2018/9/25 18:00,1.6,0.05,73,21.1
2018/9/25 19:00,1.3,0,73,20.6
2018/9/25 20:00,0,0,80,20.3
2018/9/25 21:00,0.6,0,84,19.9
2018/9/25 22:00,1.2,0,86,19.7
2018/9/25 23:00,1,0,85,20.2
2018/9/26 0:00,2.8,0,76,20.1
2018/9/26 1:00,3.3,0,70,19.8
2018/9/26 2:00,2.6,0,64,19.5
2018/9/26 3:00,2.9,0,60,19.5
2018/9/26 4:00,2.5,0,61,19.1
2018/9/26 5:00,2.9,0,60,19.1
2018/9/26 6:00,3.1,0,59,19.1
2018/9/26 7:00,3.3,0.12,59,18.9
2018/9/26 8:00,3.1,0.74,53,20.7
2018/9/26 9:00,3.4,1.4,52,21.9
2018/9/26 10:00,3.5,1.97,47,23.5
2018/9/26 11:00,2.6,2.08,46,24.7
2018/9/26 12:00,2.2,1.67,47,25.2
2018/9/26 13:00,2,0.68,48,25.1
2018/9/26 14:00,1,0.75,48,25.1
2018/9/26 15:00,2.4,0.35,67,22.5
2018/9/26 16:00,3.5,0.13,86,19.9
2018/9/26 17:00,4.1,0.02,91,19
2018/9/26 18:00,2.6,0,91,18.4
2018/9/26 19:00,0.9,0,92,18.8
2018/9/26 20:00,1.4,0,92,19
2018/9/26 21:00,1.2,0,91,18.7
2018/9/26 22:00,0.4,0,92,18.6
2018/9/26 23:00,4,0,92,18.7
2018/9/27 0:00,2.5,0,92,18.7
2018/9/27 1:00,1.3,0,92,18.9
2018/9/27 2:00,2.2,0,92,18.6
2018/9/27 3:00,2.9,0,92,17.9
2018/9/27 4:00,2.7,0,91,17.5
2018/9/27 5:00,2.7,0,91,17.1
2018/9/27 6:00,1.7,0,91,16.8
2018/9/27 7:00,2.6,0.04,90,17.1
2018/9/27 8:00,2.2,0.13,89,17.2
2018/9/27 9:00,1.7,0.23,90,17.4
2018/9/27 10:00,1,0.23,89,17.7
2018/9/27 11:00,2,0.72,81,18.4
2018/9/27 12:00,1.6,1.03,78,19.6
2018/9/27 13:00,1.9,1.22,67,20.6
2018/9/27 14:00,1.3,1.55,62,21.6
2018/9/27 15:00,2.3,1.37,60,22.5
2018/9/27 16:00,2.6,1.32,59,23
2018/9/27 17:00,3.2,0.7,59,22.4
2018/9/27 18:00,3.6,0.1,62,21.5
2018/9/27 19:00,3.6,0,64,20.8
2018/9/27 20:00,3.8,0,56,20.8
2018/9/27 21:00,3.1,0,59,20
2018/9/27 22:00,3.1,0,62,19.3
2018/9/27 23:00,2.8,0,66,18.6
2018/9/28 0:00,1.6,0,73,17.3
2018/9/28 1:00,2.1,0,72,17.5
2018/9/28 2:00,1.7,0,79,16.2
2018/9/28 3:00,1.9,0,75,16.6
2018/9/28 4:00,1.6,0,76,16.2
2018/9/28 5:00,2,0,80,15.6
2018/9/28 6:00,2.3,0.01,78,15.6
2018/9/28 7:00,1.6,0.39,77,16.1
2018/9/28 8:00,2.4,1.14,65,18.5
2018/9/28 9:00,2.8,1.86,56,20.6
2018/9/28 10:00,3.5,2.47,44,22.9
2018/9/28 11:00,2.3,2.86,41,25
2018/9/28 12:00,1.4,3.03,37,25.4
2018/9/28 13:00,2.4,2.96,30,26.3
2018/9/28 14:00,1.9,2.65,28,26.8
2018/9/28 15:00,1.5,2.12,27,26.7
2018/9/28 16:00,2,1.44,31,26.1
2018/9/28 17:00,4.8,0.65,45,25
2018/9/28 18:00,4.3,0.09,53,23.7
2018/9/28 19:00,4,0,56,22.5
2018/9/28 20:00,3.7,0,67,21.8
2018/9/28 21:00,3,0,71,21.2
2018/9/28 22:00,3.4,0,70,21
2018/9/28 23:00,2.8,0,72,20.8
2018/9/29 0:00,2.8,0,70,20.8
2018/9/29 1:00,2.2,0,68,21
2018/9/29 2:00,1.9,0,66,21.2
2018/9/29 3:00,1.6,0,68,20.9
2018/9/29 4:00,2.3,0,77,19.8
2018/9/29 5:00,3,0,86,19.1
2018/9/29 6:00,2,0,86,18.6
2018/9/29 7:00,1.3,0.05,89,18.6
2018/9/29 8:00,1.5,0.1,90,18.6
2018/9/29 9:00,2.7,0.2,86,18.8
2018/9/29 10:00,3.3,0.17,82,18.6
2018/9/29 11:00,2.6,0.33,82,18.8
2018/9/29 12:00,2.8,0.48,81,19
2018/9/29 13:00,3,0.32,84,18.5
2018/9/29 14:00,3.8,0.22,88,18.4
2018/9/29 15:00,3.7,0.18,90,18.1
2018/9/29 16:00,4.3,0.13,87,18.1
2018/9/29 17:00,2.3,0.05,91,18
2018/9/29 18:00,3.1,0.01,92,17.8
2018/9/29 19:00,3,0,92,17.9
2018/9/29 20:00,3.1,0,92,17.9
2018/9/29 21:00,1.8,0,93,17.7
2018/9/29 22:00,1.9,0,92,17.7
2018/9/29 23:00,2,0,91,17.7
2018/9/30 0:00,3.1,0,92,17.7
2018/9/30 1:00,2.7,0,92,17.7
2018/9/30 2:00,2.3,0,92,17.7
2018/9/30 3:00,1.6,0,92,17.7
2018/9/30 4:00,2,0,91,17.9
2018/9/30 5:00,1.4,0,92,18
2018/9/30 6:00,2.4,0,90,18
2018/9/30 7:00,2.4,0.17,89,18.4
2018/9/30 8:00,1.9,0.33,86,19.1
2018/9/30 9:00,1.8,0.78,86,19.5
2018/9/30 10:00,2.1,0.61,86,20.4
2018/9/30 11:00,1.6,0.62,83,21.3
2018/9/30 12:00,2.5,0.77,82,21.8
2018/9/30 13:00,1.8,0.25,89,22.7
2018/9/30 14:00,4.7,0.5,88,24.5
2018/9/30 15:00,6.5,0.36,87,25.1
2018/9/30 16:00,7.9,0.19,88,25.1
2018/9/30 17:00,8.5,0.08,79,26.1
2018/9/30 18:00,10.8,0,79,26.3
2018/9/30 19:00,11.8,0,88,24.5
2018/9/30 20:00,12,0,88,25
2018/9/30 21:00,13.1,0,90,24.8
2018/9/30 22:00,14.4,0,89,24.3
2018/9/30 23:00,6.9,0,90,24
2018/10/1 0:00,7.4,0,92,23.8
